vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,waiting_fraction,completed_trip
910,2005.0,2187.0,182.0,14.0,0.0769,True
923,2019.0,2188.0,169.0,1.0,0.0059,True
984,2105.0,2189.0,84.0,0.0,0.0,True
853,1933.0,2190.0,257.0,0.0,0.0,True
986,2110.0,2194.0,84.0,0.0,0.0,True
909,2004.0,2195.0,191.0,0.0,0.0,True
912,2007.0,2195.0,188.0,0.0,0.0,True
935,2035.0,2195.0,160.0,0.0,0.0,True
976,2094.0,2196.0,102.0,0.0,0.0,True
916,2012.0,2202.0,190.0,0.0,0.0,True
905,2000.0,2204.0,204.0,15.0,0.0735,True
962,2068.0,2204.0,136.0,0.0,0.0,True
967,2076.0,2204.0,128.0,0.0,0.0,True
890,1984.0,2205.0,221.0,2.0,0.009,True
940,2039.0,2205.0,166.0,0.0,0.0,True
1005,2141.0,2207.0,66.0,0.0,0.0,True
974,2088.0,2209.0,121.0,0.0,0.0,True
882,1976.0,2210.0,234.0,0.0,0.0,True
969,2079.0,2210.0,131.0,0.0,0.0,True
953,2050.0,2212.0,162.0,1.0,0.0062,True
963,2072.0,2213.0,141.0,18.0,0.1277,True
881,1974.0,2214.0,240.0,0.0,0.0,True
938,2037.0,2215.0,178.0,0.0,0.0,True
951,2049.0,2215.0,166.0,1.0,0.006,True
941,2039.0,2216.0,177.0,0.0,0.0,True
989,2115.0,2216.0,101.0,0.0,0.0,True
1007,2142.0,2217.0,75.0,0.0,0.0,True
936,2036.0,2217.0,181.0,0.0,0.0,True
948,2046.0,2219.0,173.0,0.0,0.0,True
933,2033.0,2225.0,192.0,0.0,0.0,True
971,2084.0,2226.0,142.0,3.0,0.0211,True
932,2031.0,2227.0,196.0,2.0,0.0102,True
920,2018.0,2228.0,210.0,0.0,0.0,True
947,2045.0,2230.0,185.0,2.0,0.0108,True
952,2049.0,2230.0,181.0,1.0,0.0055,True
988,2112.0,2230.0,118.0,0.0,0.0,True
927,2024.0,2231.0,207.0,6.0,0.029,True
930,2030.0,2231.0,201.0,0.0,0.0,True
913,2008.0,2232.0,224.0,0.0,0.0,True
1014,2159.0,2237.0,78.0,0.0,0.0,True
846,1925.0,2239.0,314.0,0.0,0.0,True
970,2083.0,2242.0,159.0,0.0,0.0,True
949,2047.0,2243.0,196.0,0.0,0.0,True
956,2052.0,2243.0,191.0,0.0,0.0,True
1002,2134.0,2244.0,110.0,0.0,0.0,True
877,1969.0,2244.0,275.0,0.0,0.0,True
958,2054.0,2246.0,192.0,0.0,0.0,True
960,2059.0,2247.0,188.0,1.0,0.0053,True
899,1992.0,2250.0,258.0,0.0,0.0,True
964,2073.0,2250.0,177.0,0.0,0.0,True
922,2019.0,2251.0,232.0,2.0,0.0086,True
1030,2179.0,2252.0,73.0,0.0,0.0,True
994,2123.0,2255.0,132.0,0.0,0.0,True
1033,2181.0,2257.0,76.0,0.0,0.0,True
993,2120.0,2259.0,139.0,6.0,0.0432,True
983,2101.0,2261.0,160.0,0.0,0.0,True
973,2088.0,2262.0,174.0,0.0,0.0,True
1004,2137.0,2263.0,126.0,1.0,0.0079,True
997,2128.0,2265.0,137.0,1.0,0.0073,True
980,2099.0,2267.0,168.0,7.0,0.0417,True
972,2084.0,2269.0,185.0,0.0,0.0,True
1019,2165.0,2270.0,105.0,0.0,0.0,True
1027,2173.0,2270.0,97.0,0.0,0.0,True
975,2090.0,2271.0,181.0,0.0,0.0,True
955,2051.0,2272.0,221.0,0.0,0.0,True
978,2096.0,2274.0,178.0,2.0,0.0112,True
979,2097.0,2275.0,178.0,0.0,0.0,True
1015,2160.0,2276.0,116.0,0.0,0.0,True
995,2126.0,2276.0,150.0,0.0,0.0,True
1011,2158.0,2279.0,121.0,4.0,0.0331,True
1016,2161.0,2279.0,118.0,1.0,0.0085,True
1009,2149.0,2280.0,131.0,0.0,0.0,True
1022,2169.0,2287.0,118.0,0.0,0.0,True
1056,2233.0,2289.0,56.0,0.0,0.0,True
1032,2180.0,2290.0,110.0,0.0,0.0,True
996,2126.0,2290.0,164.0,0.0,0.0,True
1010,2157.0,2295.0,138.0,0.0,0.0,True
1044,2209.0,2295.0,86.0,0.0,0.0,True
1062,2249.0,2296.0,47.0,0.0,0.0,True
985,2106.0,2300.0,194.0,0.0,0.0,True
1026,2173.0,2301.0,128.0,0.0,0.0,True
1038,2194.0,2302.0,108.0,0.0,0.0,True
1042,2205.0,2302.0,97.0,0.0,0.0,True
1000,2131.0,2303.0,172.0,0.0,0.0,True
987,2111.0,2305.0,194.0,0.0,0.0,True
968,2078.0,2309.0,231.0,0.0,0.0,True
990,2117.0,2309.0,192.0,9.0,0.0469,True
1053,2228.0,2310.0,82.0,0.0,0.0,True
1012,2158.0,2311.0,153.0,0.0,0.0,True
992,2119.0,2311.0,192.0,0.0,0.0,True
1025,2172.0,2317.0,145.0,0.0,0.0,True
1021,2168.0,2320.0,152.0,0.0,0.0,True
1003,2135.0,2322.0,187.0,4.0,0.0214,True
981,2100.0,2323.0,223.0,0.0,0.0,True
1023,2169.0,2325.0,156.0,0.0,0.0,True
1067,2257.0,2335.0,78.0,0.0,0.0,True
1052,2227.0,2338.0,111.0,0.0,0.0,True
1057,2236.0,2344.0,108.0,3.0,0.0278,True
999,2129.0,2346.0,217.0,0.0,0.0,True
1066,2257.0,2347.0,90.0,0.0,0.0,True
977,2094.0,2347.0,253.0,4.0,0.0158,True
942,2039.0,2349.0,310.0,0.0,0.0,True
1020,2166.0,2350.0,184.0,0.0,0.0,True
1041,2200.0,2350.0,150.0,0.0,0.0,True
1050,2224.0,2351.0,127.0,0.0,0.0,True
1072,2274.0,2355.0,81.0,0.0,0.0,True
1017,2161.0,2356.0,195.0,0.0,0.0,True
1001,2132.0,2358.0,226.0,0.0,0.0,True
1008,2147.0,2358.0,211.0,0.0,0.0,True
1013,2159.0,2358.0,199.0,0.0,0.0,True
1037,2192.0,2358.0,166.0,0.0,0.0,True
1063,2250.0,2358.0,108.0,0.0,0.0,True
1069,2265.0,2358.0,93.0,0.0,0.0,True
991,2119.0,2358.0,239.0,9.0,0.0377,True
1045,2215.0,2359.0,144.0,0.0,0.0,True
1088,2305.0,2359.0,54.0,0.0,0.0,True
1024,2171.0,2361.0,190.0,0.0,0.0,True
1054,2229.0,2361.0,132.0,0.0,0.0,True
1089,2306.0,2361.0,55.0,0.0,0.0,True
1028,2175.0,2362.0,187.0,5.0,0.0267,True
1071,2271.0,2367.0,96.0,0.0,0.0,True
998,2129.0,2370.0,241.0,0.0,0.0,True
1095,2314.0,2371.0,57.0,0.0,0.0,True
1048,2222.0,2376.0,154.0,0.0,0.0,True
1076,2279.0,2376.0,97.0,0.0,0.0,True
1058,2236.0,2377.0,141.0,0.0,0.0,True
1040,2199.0,2380.0,181.0,0.0,0.0,True
1051,2227.0,2380.0,153.0,0.0,0.0,True
1018,2162.0,2381.0,219.0,0.0,0.0,True
1070,2266.0,2381.0,115.0,0.0,0.0,True
1047,2221.0,2391.0,170.0,0.0,0.0,True
1036,2192.0,2395.0,203.0,0.0,0.0,True
1090,2307.0,2403.0,96.0,0.0,0.0,True
1049,2222.0,2404.0,182.0,0.0,0.0,True
1101,2321.0,2405.0,84.0,0.0,0.0,True
1092,2309.0,2407.0,98.0,0.0,0.0,True
1031,2179.0,2408.0,229.0,0.0,0.0,True
1029,2177.0,2409.0,232.0,0.0,0.0,True
1006,2141.0,2410.0,269.0,1.0,0.0037,True
1083,2297.0,2410.0,113.0,0.0,0.0,True
1084,2298.0,2412.0,114.0,0.0,0.0,True
1078,2285.0,2415.0,130.0,0.0,0.0,True
1059,2242.0,2416.0,174.0,5.0,0.0287,True
1043,2207.0,2417.0,210.0,0.0,0.0,True
1046,2217.0,2421.0,204.0,0.0,0.0,True
1074,2276.0,2422.0,146.0,0.0,0.0,True
1112,2336.0,2422.0,86.0,0.0,0.0,True
1123,2365.0,2422.0,57.0,0.0,0.0,True
1111,2336.0,2425.0,89.0,0.0,0.0,True
1055,2230.0,2427.0,197.0,0.0,0.0,True
1035,2187.0,2429.0,242.0,1.0,0.0041,True
1060,2245.0,2432.0,187.0,0.0,0.0,True
1085,2298.0,2435.0,137.0,0.0,0.0,True
1100,2320.0,2437.0,117.0,0.0,0.0,True
1065,2254.0,2441.0,187.0,0.0,0.0,True
1073,2274.0,2446.0,172.0,0.0,0.0,True
1080,2294.0,2448.0,154.0,0.0,0.0,True
1110,2335.0,2448.0,113.0,0.0,0.0,True
1116,2352.0,2448.0,96.0,0.0,0.0,True
1061,2248.0,2449.0,201.0,0.0,0.0,True
1034,2184.0,2455.0,271.0,6.0,0.0221,True
1064,2254.0,2456.0,202.0,0.0,0.0,True
1113,2342.0,2456.0,114.0,0.0,0.0,True
1081,2295.0,2465.0,170.0,1.0,0.0059,True
1097,2316.0,2473.0,157.0,0.0,0.0,True
1068,2258.0,2477.0,219.0,0.0,0.0,True
1099,2319.0,2478.0,159.0,0.0,0.0,True
1039,2197.0,2480.0,283.0,1.0,0.0035,True
1094,2311.0,2484.0,173.0,0.0,0.0,True
1102,2323.0,2489.0,166.0,0.0,0.0,True
1079,2293.0,2493.0,200.0,0.0,0.0,True
1114,2345.0,2493.0,148.0,0.0,0.0,True
1087,2304.0,2498.0,194.0,0.0,0.0,True
1134,2391.0,2500.0,109.0,0.0,0.0,True
1107,2332.0,2502.0,170.0,0.0,0.0,True
1125,2368.0,2505.0,137.0,0.0,0.0,True
1077,2280.0,2506.0,226.0,5.0,0.0221,True
1105,2326.0,2506.0,180.0,0.0,0.0,True
1104,2326.0,2509.0,183.0,0.0,0.0,True
1155,2455.0,2510.0,55.0,0.0,0.0,True
1119,2357.0,2511.0,154.0,0.0,0.0,True
1109,2333.0,2513.0,180.0,0.0,0.0,True
1075,2278.0,2516.0,238.0,0.0,0.0,True
1082,2296.0,2517.0,221.0,0.0,0.0,True
1086,2304.0,2523.0,219.0,0.0,0.0,True
1098,2319.0,2523.0,204.0,0.0,0.0,True
1142,2424.0,2523.0,99.0,0.0,0.0,True
1106,2330.0,2525.0,195.0,0.0,0.0,True
1122,2360.0,2525.0,165.0,0.0,0.0,True
1141,2422.0,2525.0,103.0,0.0,0.0,True
1093,2310.0,2526.0,216.0,0.0,0.0,True
1130,2386.0,2528.0,142.0,0.0,0.0,True
1120,2359.0,2530.0,171.0,0.0,0.0,True
1096,2315.0,2531.0,216.0,0.0,0.0,True
1091,2308.0,2533.0,225.0,14.0,0.0622,True
1137,2407.0,2540.0,133.0,0.0,0.0,True
1127,2377.0,2541.0,164.0,0.0,0.0,True
1108,2332.0,2548.0,216.0,0.0,0.0,True
1132,2387.0,2548.0,161.0,0.0,0.0,True
1146,2444.0,2549.0,105.0,0.0,0.0,True
1129,2385.0,2552.0,167.0,0.0,0.0,True
1143,2425.0,2552.0,127.0,0.0,0.0,True
1121,2359.0,2556.0,197.0,0.0,0.0,True
1151,2450.0,2558.0,108.0,0.0,0.0,True
1153,2454.0,2558.0,104.0,0.0,0.0,True
1126,2376.0,2560.0,184.0,0.0,0.0,True
1103,2325.0,2561.0,236.0,0.0,0.0,True
1128,2377.0,2561.0,184.0,0.0,0.0,True
1154,2454.0,2561.0,107.0,0.0,0.0,True
1117,2353.0,2563.0,210.0,0.0,0.0,True
1139,2417.0,2566.0,149.0,0.0,0.0,True
1115,2346.0,2568.0,222.0,0.0,0.0,True
1118,2353.0,2568.0,215.0,0.0,0.0,True
1131,2387.0,2571.0,184.0,0.0,0.0,True
1140,2419.0,2575.0,156.0,0.0,0.0,True
1157,2468.0,2576.0,108.0,0.0,0.0,True
1175,2504.0,2581.0,77.0,0.0,0.0,True
1163,2479.0,2598.0,119.0,0.0,0.0,True
1148,2446.0,2603.0,157.0,8.0,0.051,True
1150,2448.0,2603.0,155.0,1.0,0.0065,True
1185,2517.0,2604.0,87.0,0.0,0.0,True
1144,2436.0,2606.0,170.0,0.0,0.0,True
1124,2366.0,2608.0,242.0,0.0,0.0,True
1171,2492.0,2616.0,124.0,0.0,0.0,True
1158,2471.0,2621.0,150.0,2.0,0.0133,True
1138,2410.0,2623.0,213.0,0.0,0.0,True
1191,2527.0,2623.0,96.0,0.0,0.0,True
1152,2453.0,2624.0,171.0,0.0,0.0,True
1149,2447.0,2627.0,180.0,0.0,0.0,True
1169,2488.0,2627.0,139.0,0.0,0.0,True
1160,2475.0,2628.0,153.0,0.0,0.0,True
1194,2535.0,2628.0,93.0,0.0,0.0,True
1196,2540.0,2631.0,91.0,0.0,0.0,True
1166,2480.0,2633.0,153.0,0.0,0.0,True
1183,2516.0,2634.0,118.0,0.0,0.0,True
1202,2549.0,2636.0,87.0,0.0,0.0,True
1168,2489.0,2639.0,150.0,0.0,0.0,True
1198,2545.0,2641.0,96.0,0.0,0.0,True
1187,2519.0,2642.0,123.0,0.0,0.0,True
1136,2404.0,2643.0,239.0,0.0,0.0,True
1145,2438.0,2643.0,205.0,0.0,0.0,True
1199,2546.0,2645.0,99.0,0.0,0.0,True
1164,2480.0,2646.0,166.0,0.0,0.0,True
1167,2487.0,2646.0,159.0,0.0,0.0,True
1178,2507.0,2647.0,140.0,0.0,0.0,True
1212,2564.0,2647.0,83.0,0.0,0.0,True
1213,2564.0,2647.0,83.0,0.0,0.0,True
1133,2390.0,2648.0,258.0,0.0,0.0,True
1161,2476.0,2648.0,172.0,0.0,0.0,True
1135,2401.0,2650.0,249.0,0.0,0.0,True
1173,2498.0,2650.0,152.0,0.0,0.0,True
1203,2550.0,2650.0,100.0,10.0,0.1,True
1193,2533.0,2655.0,122.0,0.0,0.0,True
1206,2554.0,2655.0,101.0,0.0,0.0,True
1188,2520.0,2661.0,141.0,0.0,0.0,True
1170,2492.0,2663.0,171.0,0.0,0.0,True
1147,2445.0,2665.0,220.0,2.0,0.0091,True
1210,2561.0,2665.0,104.0,0.0,0.0,True
1174,2501.0,2666.0,165.0,0.0,0.0,True
1162,2478.0,2668.0,190.0,0.0,0.0,True
1165,2480.0,2674.0,194.0,0.0,0.0,True
1180,2509.0,2674.0,165.0,0.0,0.0,True
1184,2516.0,2675.0,159.0,0.0,0.0,True
1211,2563.0,2677.0,114.0,0.0,0.0,True
1172,2496.0,2688.0,192.0,0.0,0.0,True
1182,2514.0,2690.0,176.0,0.0,0.0,True
1217,2589.0,2692.0,103.0,1.0,0.0097,True
1224,2612.0,2692.0,80.0,0.0,0.0,True
1177,2506.0,2696.0,190.0,0.0,0.0,True
1176,2505.0,2697.0,192.0,0.0,0.0,True
1189,2524.0,2700.0,176.0,0.0,0.0,True
1186,2517.0,2701.0,184.0,0.0,0.0,True
1181,2510.0,2706.0,196.0,0.0,0.0,True
1156,2467.0,2707.0,240.0,0.0,0.0,True
1239,2634.0,2708.0,74.0,2.0,0.027,True
1159,2471.0,2716.0,245.0,0.0,0.0,True
1242,2643.0,2717.0,74.0,0.0,0.0,True
1209,2561.0,2719.0,158.0,0.0,0.0,True
1200,2547.0,2721.0,174.0,0.0,0.0,True
1190,2525.0,2722.0,197.0,0.0,0.0,True
1247,2655.0,2722.0,67.0,6.0,0.0896,True
1204,2550.0,2725.0,175.0,0.0,0.0,True
1218,2594.0,2732.0,138.0,0.0,0.0,True
1208,2559.0,2733.0,174.0,0.0,0.0,True
1220,2605.0,2734.0,129.0,0.0,0.0,True
1225,2612.0,2734.0,122.0,0.0,0.0,True
1231,2619.0,2735.0,116.0,0.0,0.0,True
1214,2571.0,2736.0,165.0,0.0,0.0,True
1219,2595.0,2737.0,142.0,0.0,0.0,True
1207,2557.0,2742.0,185.0,3.0,0.0162,True
1179,2509.0,2748.0,239.0,0.0,0.0,True
1222,2607.0,2748.0,141.0,0.0,0.0,True
1254,2673.0,2749.0,76.0,0.0,0.0,True
1201,2548.0,2750.0,202.0,0.0,0.0,True
1245,2649.0,2753.0,104.0,0.0,0.0,True
1192,2532.0,2754.0,222.0,0.0,0.0,True
1223,2611.0,2763.0,152.0,0.0,0.0,True
1233,2625.0,2763.0,138.0,0.0,0.0,True
1251,2667.0,2765.0,98.0,0.0,0.0,True
1248,2656.0,2766.0,110.0,0.0,0.0,True
1240,2641.0,2767.0,126.0,0.0,0.0,True
1256,2677.0,2767.0,90.0,0.0,0.0,True
1228,2616.0,2771.0,155.0,0.0,0.0,True
1234,2627.0,2774.0,147.0,0.0,0.0,True
1250,2663.0,2782.0,119.0,0.0,0.0,True
1226,2613.0,2785.0,172.0,0.0,0.0,True
1215,2578.0,2786.0,208.0,0.0,0.0,True
1195,2537.0,2788.0,251.0,0.0,0.0,True
1238,2632.0,2788.0,156.0,0.0,0.0,True
1197,2543.0,2791.0,248.0,0.0,0.0,True
1221,2606.0,2792.0,186.0,5.0,0.0269,True
1227,2614.0,2792.0,178.0,0.0,0.0,True
1266,2711.0,2794.0,83.0,7.0,0.0843,True
1278,2745.0,2798.0,53.0,0.0,0.0,True
1243,2645.0,2801.0,156.0,0.0,0.0,True
1276,2740.0,2801.0,61.0,0.0,0.0,True
1205,2551.0,2802.0,251.0,0.0,0.0,True
1255,2677.0,2803.0,126.0,0.0,0.0,True
1236,2629.0,2804.0,175.0,0.0,0.0,True
1216,2581.0,2807.0,226.0,7.0,0.031,True
1246,2649.0,2807.0,158.0,0.0,0.0,True
1249,2661.0,2807.0,146.0,0.0,0.0,True
1252,2669.0,2812.0,143.0,0.0,0.0,True
1257,2681.0,2812.0,131.0,0.0,0.0,True
1244,2647.0,2816.0,169.0,0.0,0.0,True
1235,2628.0,2817.0,189.0,0.0,0.0,True
1261,2695.0,2819.0,124.0,0.0,0.0,True
1241,2643.0,2822.0,179.0,16.0,0.0894,True
1271,2722.0,2822.0,100.0,0.0,0.0,True
1229,2617.0,2824.0,207.0,14.0,0.0676,True
1258,2685.0,2833.0,148.0,0.0,0.0,True
1230,2618.0,2837.0,219.0,0.0,0.0,True
1262,2696.0,2841.0,145.0,0.0,0.0,True
1232,2620.0,2847.0,227.0,0.0,0.0,True
1259,2687.0,2850.0,163.0,0.0,0.0,True
1268,2717.0,2851.0,134.0,0.0,0.0,True
1279,2746.0,2853.0,107.0,0.0,0.0,True
1260,2691.0,2873.0,182.0,0.0,0.0,True
1289,2768.0,2877.0,109.0,9.0,0.0826,True
1283,2757.0,2880.0,123.0,0.0,0.0,True
1263,2697.0,2882.0,185.0,0.0,0.0,True
1270,2719.0,2882.0,163.0,0.0,0.0,True
1265,2707.0,2891.0,184.0,0.0,0.0,True
1267,2715.0,2893.0,178.0,1.0,0.0056,True
1299,2809.0,2894.0,85.0,0.0,0.0,True
1272,2729.0,2896.0,167.0,0.0,0.0,True
1277,2742.0,2896.0,154.0,0.0,0.0,True
1285,2760.0,2903.0,143.0,0.0,0.0,True
1288,2768.0,2903.0,135.0,0.0,0.0,True
1302,2821.0,2905.0,84.0,0.0,0.0,True
1237,2629.0,2911.0,282.0,0.0,0.0,True
1290,2770.0,2912.0,142.0,0.0,0.0,True
1287,2765.0,2913.0,148.0,0.0,0.0,True
1308,2838.0,2914.0,76.0,0.0,0.0,True
1269,2718.0,2916.0,198.0,0.0,0.0,True
1282,2750.0,2924.0,174.0,0.0,0.0,True
1309,2839.0,2924.0,85.0,0.0,0.0,True
1294,2778.0,2930.0,152.0,0.0,0.0,True
1292,2774.0,2932.0,158.0,0.0,0.0,True
1316,2855.0,2932.0,77.0,0.0,0.0,True
1293,2776.0,2934.0,158.0,7.0,0.0443,True
1307,2835.0,2934.0,99.0,3.0,0.0303,True
1280,2746.0,2936.0,190.0,0.0,0.0,True
1286,2764.0,2936.0,172.0,2.0,0.0116,True
1296,2801.0,2941.0,140.0,0.0,0.0,True
1298,2805.0,2941.0,136.0,0.0,0.0,True
1253,2673.0,2946.0,273.0,0.0,0.0,True
1297,2802.0,2949.0,147.0,0.0,0.0,True
1325,2889.0,2950.0,61.0,0.0,0.0,True
1314,2854.0,2952.0,98.0,6.0,0.0612,True
1295,2786.0,2956.0,170.0,0.0,0.0,True
1324,2883.0,2959.0,76.0,0.0,0.0,True
1303,2824.0,2960.0,136.0,0.0,0.0,True
1320,2863.0,2961.0,98.0,2.0,0.0204,True
1264,2706.0,2964.0,258.0,13.0,0.0504,True
1291,2773.0,2969.0,196.0,0.0,0.0,True
1281,2749.0,2973.0,224.0,0.0,0.0,True
1273,2730.0,2977.0,247.0,0.0,0.0,True
1311,2848.0,2977.0,129.0,0.0,0.0,True
1310,2840.0,2983.0,143.0,0.0,0.0,True
1317,2859.0,2985.0,126.0,0.0,0.0,True
1306,2834.0,2989.0,155.0,0.0,0.0,True
1321,2866.0,3000.0,134.0,0.0,0.0,True
1343,2949.0,3000.0,51.0,0.0,0.0,True
1274,2731.0,3008.0,277.0,11.0,0.0397,True
1315,2855.0,3011.0,156.0,0.0,0.0,True
1336,2928.0,3012.0,84.0,0.0,0.0,True
1332,2924.0,3018.0,94.0,0.0,0.0,True
1338,2934.0,3020.0,86.0,0.0,0.0,True
1305,2826.0,3021.0,195.0,7.0,0.0359,True
1313,2852.0,3024.0,172.0,0.0,0.0,True
1275,2740.0,3025.0,285.0,0.0,0.0,True
1284,2758.0,3026.0,268.0,5.0,0.0187,True
1300,2815.0,3031.0,216.0,0.0,0.0,True
1328,2904.0,3034.0,130.0,0.0,0.0,True
1301,2817.0,3044.0,227.0,0.0,0.0,True
1348,2970.0,3051.0,81.0,0.0,0.0,True
1304,2824.0,3053.0,229.0,0.0,0.0,True
1319,2862.0,3054.0,192.0,0.0,0.0,True
1322,2870.0,3059.0,189.0,0.0,0.0,True
1331,2920.0,3060.0,140.0,0.0,0.0,True
1345,2953.0,3060.0,107.0,0.0,0.0,True
1323,2882.0,3061.0,179.0,0.0,0.0,True
1341,2943.0,3063.0,120.0,0.0,0.0,True
1329,2915.0,3071.0,156.0,16.0,0.1026,True
1342,2945.0,3072.0,127.0,0.0,0.0,True
1312,2848.0,3084.0,236.0,0.0,0.0,True
1344,2952.0,3089.0,137.0,0.0,0.0,True
1335,2927.0,3092.0,165.0,0.0,0.0,True
1318,2861.0,3095.0,234.0,0.0,0.0,True
1326,2898.0,3097.0,199.0,0.0,0.0,True
1327,2902.0,3097.0,195.0,0.0,0.0,True
1330,2919.0,3101.0,182.0,0.0,0.0,True
1339,2934.0,3103.0,169.0,0.0,0.0,True
1347,2970.0,3114.0,144.0,0.0,0.0,True
1334,2926.0,3118.0,192.0,0.0,0.0,True
1340,2941.0,3119.0,178.0,0.0,0.0,True
1349,2972.0,3121.0,149.0,0.0,0.0,True
1352,2988.0,3127.0,139.0,0.0,0.0,True
1333,2925.0,3128.0,203.0,0.0,0.0,True
1364,3039.0,3133.0,94.0,0.0,0.0,True
1350,2986.0,3141.0,155.0,0.0,0.0,True
1361,3023.0,3143.0,120.0,0.0,0.0,True
1370,3078.0,3153.0,75.0,0.0,0.0,True
1360,3018.0,3155.0,137.0,5.0,0.0365,True
1346,2962.0,3156.0,194.0,0.0,0.0,True
1368,3075.0,3158.0,83.0,0.0,0.0,True
1351,2988.0,3161.0,173.0,0.0,0.0,True
1355,2999.0,3161.0,162.0,0.0,0.0,True
1356,2999.0,3161.0,162.0,0.0,0.0,True
1358,3004.0,3161.0,157.0,0.0,0.0,True
1337,2932.0,3166.0,234.0,0.0,0.0,True
1359,3014.0,3168.0,154.0,0.0,0.0,True
1363,3037.0,3174.0,137.0,0.0,0.0,True
1357,3003.0,3184.0,181.0,0.0,0.0,True
1353,2990.0,3191.0,201.0,0.0,0.0,True
1354,2995.0,3200.0,205.0,0.0,0.0,True
1375,3109.0,3202.0,93.0,0.0,0.0,True
1362,3037.0,3207.0,170.0,0.0,0.0,True
1367,3069.0,3218.0,149.0,5.0,0.0336,True
1366,3052.0,3219.0,167.0,0.0,0.0,True
1369,3077.0,3223.0,146.0,0.0,0.0,True
1374,3099.0,3231.0,132.0,0.0,0.0,True
1385,3144.0,3232.0,88.0,0.0,0.0,True
1365,3045.0,3235.0,190.0,0.0,0.0,True
1372,3091.0,3242.0,151.0,0.0,0.0,True
1380,3118.0,3251.0,133.0,0.0,0.0,True
1400,3199.0,3252.0,53.0,0.0,0.0,True
1387,3150.0,3254.0,104.0,0.0,0.0,True
1373,3096.0,3259.0,163.0,0.0,0.0,True
1371,3080.0,3267.0,187.0,0.0,0.0,True
1384,3131.0,3269.0,138.0,0.0,0.0,True
1396,3191.0,3273.0,82.0,0.0,0.0,True
1383,3127.0,3276.0,149.0,0.0,0.0,True
1393,3175.0,3278.0,103.0,0.0,0.0,True
1378,3114.0,3279.0,165.0,0.0,0.0,True
1394,3178.0,3280.0,102.0,0.0,0.0,True
1389,3158.0,3286.0,128.0,0.0,0.0,True
1399,3197.0,3301.0,104.0,0.0,0.0,True
1402,3208.0,3309.0,101.0,0.0,0.0,True
1390,3168.0,3310.0,142.0,0.0,0.0,True
1403,3211.0,3311.0,100.0,0.0,0.0,True
1381,3118.0,3312.0,194.0,0.0,0.0,True
1376,3110.0,3322.0,212.0,0.0,0.0,True
1377,3113.0,3328.0,215.0,0.0,0.0,True
1408,3246.0,3332.0,86.0,0.0,0.0,True
1411,3251.0,3333.0,82.0,0.0,0.0,True
1388,3154.0,3337.0,183.0,0.0,0.0,True
1404,3217.0,3337.0,120.0,0.0,0.0,True
1398,3195.0,3338.0,143.0,0.0,0.0,True
1379,3116.0,3341.0,225.0,0.0,0.0,True
1407,3241.0,3354.0,113.0,14.0,0.1239,True
1409,3247.0,3357.0,110.0,0.0,0.0,True
1391,3171.0,3360.0,189.0,0.0,0.0,True
1397,3194.0,3367.0,173.0,0.0,0.0,True
1382,3120.0,3370.0,250.0,0.0,0.0,True
1422,3316.0,3370.0,54.0,0.0,0.0,True
1386,3145.0,3375.0,230.0,0.0,0.0,True
1412,3260.0,3386.0,126.0,0.0,0.0,True
1392,3171.0,3387.0,216.0,0.0,0.0,True
1395,3186.0,3391.0,205.0,0.0,0.0,True
1417,3286.0,3396.0,110.0,0.0,0.0,True
1416,3286.0,3406.0,120.0,0.0,0.0,True
1425,3319.0,3411.0,92.0,0.0,0.0,True
1410,3247.0,3414.0,167.0,0.0,0.0,True
1406,3238.0,3434.0,196.0,0.0,0.0,True
1413,3266.0,3434.0,168.0,0.0,0.0,True
1428,3327.0,3438.0,111.0,0.0,0.0,True
1419,3304.0,3440.0,136.0,2.0,0.0147,True
1415,3280.0,3446.0,166.0,0.0,0.0,True
1414,3279.0,3447.0,168.0,0.0,0.0,True
1418,3299.0,3454.0,155.0,0.0,0.0,True
1436,3366.0,3454.0,88.0,0.0,0.0,True
1427,3325.0,3455.0,130.0,0.0,0.0,True
1424,3317.0,3470.0,153.0,0.0,0.0,True
1423,3316.0,3482.0,166.0,1.0,0.006,True
1426,3325.0,3483.0,158.0,0.0,0.0,True
1432,3346.0,3486.0,140.0,10.0,0.0714,True
1421,3311.0,3491.0,180.0,0.0,0.0,True
1401,3204.0,3493.0,289.0,0.0,0.0,True
1405,3232.0,3500.0,268.0,0.0,0.0,True
1430,3332.0,3500.0,168.0,0.0,0.0,True
1431,3335.0,3505.0,170.0,0.0,0.0,True
1420,3308.0,3517.0,209.0,0.0,0.0,True
1445,3414.0,3522.0,108.0,0.0,0.0,True
1434,3359.0,3527.0,168.0,0.0,0.0,True
1439,3394.0,3527.0,133.0,0.0,0.0,True
1449,3424.0,3532.0,108.0,0.0,0.0,True
1448,3423.0,3536.0,113.0,0.0,0.0,True
1440,3397.0,3543.0,146.0,0.0,0.0,True
1470,3487.0,3554.0,67.0,2.0,0.0299,True
1442,3403.0,3555.0,152.0,0.0,0.0,True
1443,3405.0,3561.0,156.0,0.0,0.0,True
1450,3427.0,3561.0,134.0,0.0,0.0,True
1435,3361.0,3564.0,203.0,0.0,0.0,True
1466,3481.0,3567.0,86.0,0.0,0.0,True
